url,cluster,tier,title,meta,headings,faq_count,words,inbound,outbound
/biology-and-science/regeneration-and-limb-regrowth,biology-and-science,2,Axolotl Regeneration: How They Regrow Limbs & Body Parts,"Axolotls regrow limbs, tails, hearts, spinal cords, and parts of their brains, without scarring. Here is the science exp",Can axolotls regrow limbs? | What body parts can axolotls regrow? | How does axolotl regeneration work? | How long does regeneration take? | Is axolotl regeneration unlimited? | Why do scientists study axolotl regeneration? | Can my pet axolotl regrow a lost limb? | How many times can an axolotl regrow a limb?,0,629,4,4
/biology-and-science/wild-habitat-xochimilco,biology-and-science,2,"Axolotl Habitat: Life in Xochimilco, Mexico City","The axolotl's only wild home is Xochimilco, a network of canals and chinampas south of Mexico City. Here is what that ha",Where do wild axolotls live? | What does Xochimilco look like? | Why does this habitat suit axolotls? | What threatens the wild axolotl? | How many wild axolotls are left? | What is being done to save the habitat? | Where do axolotls live in the wild? | What is the axolotl's natural habitat?,0,627,4,2
/breeding/breeding-triggers-temperature-cycling,breeding,2,How to Trigger Axolotl Breeding: Temperature & Light Cycling,"How to trigger axolotl breeding with temperature and light cycling. Exact temperatures, timings, and the courtship-to-eg",How Do You Trigger Axolotl Breeding? | What Temperature Triggers Axolotl Breeding? | What Happens During Axolotl Courtship? | How Many Eggs Will an Axolotl Lay? | When Is the Axolotl Breeding Season? | How Do You Know When Axolotls Are Ready to Breed? | Frequently Asked Questions | Related guides,0,800,4,2
/breeding/egg-and-larvae-care,breeding,2,"Axolotl Egg Care: Hatching Time, Setup & Feeding Larvae","How to care for axolotl eggs from laying to hatch. Exact hatching times by temperature, setup steps, and what to feed ne",How Long Do Axolotl Eggs Take to Hatch? | How Many Eggs Does an Axolotl Lay? | How Do You Set Up a Tank for Axolotl Eggs? | Do Axolotl Eggs Need Special Water? | How Do You Prevent Fungus on Axolotl Eggs? | What Do You Do When Axolotl Eggs Hatch? | How Do You Feed and Raise Axolotl Larvae? | Frequently Asked Questions,0,836,6,4
/breeding/raising-juveniles,breeding,2,"Raising Baby Axolotls: Feeding, Growth & Rehoming Juveniles","How to raise axolotl larvae and juveniles from hatchling to adult. First foods, feeding schedules, growth milestones, si",What Do Newly Hatched Axolotls Eat? | How Often Do You Feed Baby Axolotls? | When Do Baby Axolotls Develop Legs? | Why Are Baby Axolotls Biting Each Other? | How Do You Cull Deformed Axolotl Larvae? | When Do You Rehome Baby Axolotls? | Frequently Asked Questions | Related guides,0,832,6,4
/care-basics/are-axolotls-good-beginner-pets,care-basics,2,Are Axolotls Good Pets for Beginners? Honest Pros & Cons,"Yes, axolotls work for a beginner who cycles a tank and keeps water at 60-64 F, but they are not low-maintenance. Here a",Are axolotls good pets for beginners? | What makes axolotls good for beginners? | What makes axolotls hard to keep? | How much does an axolotl setup cost? | What tank does a beginner need for an axolotl? | Do axolotls need a heater? | How long do axolotls live? | What do axolotls eat?,4,1028,5,4
/care-basics/axolotl-facts,care-basics,2,Axolotl Facts: 25 Amazing Things You Need to Know (2026),"Amazing axolotl facts: regeneration, neoteny, the walking-fish nickname, and critically endangered status. Here are 25 s",What is an axolotl? | Why are axolotls famous? | What is neoteny? | Where do axolotls live? | How many axolotls are left in the wild? | Are axolotls endangered? | How long do axolotls live? | What do axolotls eat?,4,1047,4,3
/cost-and-buying/axolotl-price-by-morph,cost-and-buying,2,Axolotl Price by Morph: Cost Guide for Every Color (2026),How much does an axolotl cost by morph? Full 2026 price guide - wild type to chimera - plus what affects price and where,How much does an axolotl cost by morph? | Why do some morphs cost more than others? | What is the cheapest axolotl morph? | Are cheap axolotls a good deal? | What does an axolotl really cost to set up? | How do I find a fair price? | Why are axolotls so expensive? | How much does a rare morph cost?,0,544,6,3
/cost-and-buying/breeder-vs-pet-store,cost-and-buying,2,Axolotl Breeder vs Pet Store: Where to Buy (2026),"Should you buy an axolotl from a breeder or a pet store? Compare price, health, support, and risk to choose the best sou",Is a breeder better than a pet store? | Why are breeders usually healthier? | When does a pet store make sense? | Does it cost more to buy from a breeder? | What do you ask any seller? | Is it cheaper to buy from a breeder or a pet store? | Do pet stores sell healthy axolotls? | Can I buy an axolotl online?,0,502,4,2
/cost-and-buying/choosing-a-reputable-breeder,cost-and-buying,2,How to Choose an Axolotl Breeder: 12 Questions to Ask,"How to choose a reputable axolotl breeder - the questions to ask, red flags to avoid, and how to verify you are buying a",How do I choose a reputable axolotl breeder? | Frequently Asked Questions | Related guides | Care | Explore | Tools,8,670,4,2
/cost-and-buying/how-to-choose-a-healthy-axolotl,cost-and-buying,2,How to Choose a Healthy Axolotl: Signs to Check Before Buying,"How to choose a healthy axolotl - the 8 checks to run before you buy, from gills to belly to behavior, so you never take",How do I check an axolotl before buying it? | What do healthy axolotl gills look like? | How do I check an axolotl's skin and belly? | How should a healthy axolotl move? | Why should I ask to see an axolotl eat? | Frequently Asked Questions | Related guides | Care,2,549,4,2
/diet/best-foods-list,diet,2,What Do Axolotls Eat? The Complete Diet… | Axolotl Care Guide,What Do Axolotls Eat? The Complete Diet Guide,What Do Axolotls Eat? | What Do Axolotls Eat in the Wild? | What Are an Axolotl's Nutritional Requirements? | What Foods Should Axolotls Avoid? | Live Food vs. Frozen Food vs. Pellets: Which Is Best? | How Should You Prepare Axolotl Food? | What Are Safe Feeding Practices for Axolotls? | How Does Diet Affect an Axolotl's Digestion?,0,3041,7,4
/diet/feeder-fish-risks,diet,2,The Risks of Feeding Feeder Fish to… | Axolotl Care Guide,The Risks of Feeding Feeder Fish to Axolotls (and the Safe Protocol If You Do),Why Are Feeder Fish Risky for Axolotls? | The Four Core Risk Categories at a Glance | Why the Short AI-Generated Answer Isn't the Full Picture | Disease and Parasite Risks From Feeder Fish | Parasites Feeder Fish Commonly Carry | Bacterial and Fungal Pathogens Feeder Fish Introduce | How Infection Symptoms Progress in Axolotls | Thiaminase and Vitamin B1 Deficiency,13,3702,5,2
/diet/live-vs-frozen-food,diet,2,Earthworms vs. Bloodworms: Which Is… | Axolotl Care Guide,Earthworms vs. Bloodworms: Which Is Better for Axolotls?,Are Earthworms and Bloodworms the Same Worm? | Earthworms vs. Bloodworms: The Quick Verdict | What Is the Nutritional Difference Between Earthworms and Bloodworms? | Are Earthworms More Digestible Than Bloodworms? | Which Worm Supports Better Axolotl Growth and Health? | How Do Earthworms and Bloodworms Affect Water Quality? | Are Earthworms or Bloodworms Safer From Parasites and Contaminants? | Which Is Cheaper: Earthworms or Bloodworms?,8,2493,5,3
/diet/overfeeding-and-impaction,diet,2,"Axolotl Obesity: Signs, Causes… | Axolotl Care Guide","Axolotl Obesity: Signs, Causes, Treatment, Recovery, and Prevention",Is Your Axolotl Actually Overweight? | Body Condition Score (BCS) | Signs of an Overweight Axolotl | What Can Be Mistaken for Obesity? | What Causes Axolotl Obesity? | Feeding Adults Too Frequently | Portions That Are Too Large | High-Fat Foods and Poor Diet Balance,10,2891,6,3
/gifts-and-merch/axolotl-squishmallow-guide,gifts-and-merch,2,"Every Axolotl Squishmallow: Archie, Sizes & How to Buy","Axolotl Squishmallows are some of the most collected plush in the world. Find every named axolotl, which sizes exist, wh",Are There Real Axolotl Squishmallows? | What Is the Rarest Axolotl Squishmallow? | What Sizes Do Axolotl Squishmallows Come In? | What Are the Names of Axolotl Squishmallows? | How Much Does an Axolotl Squishmallow Cost? | How Do You Tell a Real Axolotl Squishmallow from a Fake? | How Do You Buy Axolotl Squishmallows Without Overpaying? | How Big Is the Axolotl Squishmallow?,0,807,4,2
/gifts-and-merch/best-axolotl-toys-and-plushies,gifts-and-merch,2,Best Axolotl Toys & Plushies: Stuffed Animals & More (2026),"The best axolotl toys and plushies on the market - soft squishmallows, reversible plush, interactive toys, fidgets, and ",Which Axolotl Toy Is the Best Overall? | What Makes a Good Axolotl Toy? | What Is the Most Popular Axolotl Toy? | What Is the Best Axolotl Plush for Bedtime? | What Is the Best Interactive Axolotl Toy for Toddlers? | What Is the Best Reversible Axolotl Plush? | What Is the Best Axolotl Toy for Minecraft Fans? | What Is the Best Axolotl Fidget Toy?,0,979,5,3
/health/black-tea-bath,health,2,Black Tea Bath for Axolotls… | Axolotl Care Guide,Black Tea Bath for Axolotls: Complete Step-by-Step Treatment Guide,What Is a Black Tea Bath? | When Does an Axolotl Need a Tea Bath? | Signs of fungal infection | Minor injuries | Slime coat damage | Why Does Black Tea Help Axolotls? | What are tannins? | How tannins affect fungus,11,2657,4,2
/health/curled-gills-stress-signal,health,2,Curled Axolotl Gills & Tail Tip: Stress Signals & Fixes,Curled or forward-pointing gills and a curled tail tip are the clearest stress signals an axolotl shows. Learn what caus,Do Axolotls Curl Their Gills? | How Do You Fix Curled Gills and Tail Tips? | Frequently Asked Questions | Related guides | Care | Explore | Tools |   What Causes Gills to Curl Forward?,5,1061,5,5
/health/fridging-sick-axolotl,health,2,When and How to Fridge a Sick Axolotl | Axolotl Care Guide,When and How to Fridge a Sick Axolotl: Safe Step-by-Step Guide (Part 1),When and How to Fridge a Sick Axolotl | What Does Fridging an Axolotl Mean? | How the Cold Slows an Axolotl's Metabolism | Fridging vs. Standard Tubbing | When to Fridge a Sick Axolotl | Severe Impaction or Constipation | Extreme Tank Heat | Veterinarian-Directed Infection Management,10,2989,4,2
/health/malnutrition-signs,health,2,Signs of Malnutrition in Axolotls | Axolotl Care Guide,Signs of Malnutrition in Axolotls: What to Look For,What Is Malnutrition in Axolotls? | How Do You Diagnose Malnutrition in an Axolotl? | What Are the Physical Signs of a Malnourished Axolotl? | Healthy vs. Malnourished Axolotl: Quick Comparison | Body Condition Scoring Chart | What Are the Behavioral Signs of Axolotl Malnutrition? | Could It Be Something Other Than Malnutrition? | What Causes Malnutrition in Axolotls?,7,1923,4,3
/health/quarantine-tub,health,2,Axolotl Hospital Quarantine Tub: Setup & Care,"A plastic tub is the most effective 'hospital' for a sick or new axolotl. Here's the complete shopping list, step-by-ste",When Do You Need a Quarantine Tub? | What Do You Need for a Quarantine Tub? | How Do You Set Up a Quarantine Tub? | What Is the Daily Care Routine? | Frequently Asked Questions | Related guides | Care | Explore,5,1024,5,3
/health/stress-signs,health,2,"Axolotl Stress Signs: Curled Gills, Floating & How to Fix It","How to recognize a stressed axolotl - curled gills, tail curling, floating, and refusing food - and what to do about eac",What are the signs of a stressed axolotl? | What does each stress sign look like? | Do curled gills mean stress? | Is floating always a stress sign? | What causes axolotl stress? | How do I fix a stressed axolotl? | How long does a stressed axolotl take to recover? | Related guides,0,596,4,4
/health/why-axolotl-floating,health,2,Why Is My Axolotl Floating? Causes and… | Axolotl Care Guide,"Why Is My Axolotl Floating? Causes, Treatments, and When to Worry",Is It Normal for an Axolotl to Float? | What Does Your Axolotl's Floating Position Mean? | Tail or Back End Floating | Floating at the Surface | Floating Sideways | Floating Upside Down | The Most Common Causes of Axolotl Floating | 15–18°C (59–64°F),7,1588,4,2
/legal/california,legal,2,Are Axolotls Legal in California? Laws & Permits (2026),"No. Axolotls are a restricted species in California, and CDFW does not issue permits for pets. Here is the law, who qual",Is It Legal to Own an Axolotl in California? | Why Are Axolotls Restricted in California? | Who Can Get a Restricted Species Permit in California? | Does Federal Law Also Restrict Axolotls? | What Happens If You Keep an Axolotl Without a Permit in California? | Can I Buy an Axolotl and Keep It If It Was Already in California? | Is It Illegal to Bring an Axolotl into California from Another State? | Are Axolotls Illegal in Los Angeles or San Francisco?,0,726,7,4
/legal/canada,legal,2,Are Axolotls Legal in Canada? Import Rules by Province (2026),"Axolotls are legal to own in most of Canada, but importing one requires a federal permit, and 4 provinces need additiona",Is It Legal to Own an Axolotl in Canada? | What Is the Federal Import Rule for Axolotls in Canada? | Which Provinces Require a Permit to Own an Axolotl? | Why Do Some Provinces Require Permits? | Is It Legal to Own an Axolotl in Quebec? | Can I Bring an Axolotl into Canada from the United States? | Can I Sell an Axolotl I Bred in Canada? | Does Canada Ban Axolotls Because of the Fungus Risk?,0,652,5,4
/legal/maine,legal,2,Are Axolotls Legal in Maine? Permit Rules Explained (2026),"Axolotls are legal in Maine with a permit. Maine lists Ambystoma mexicanum as a Category 2 Restricted Species, requiring",Is It Legal to Own an Axolotl in Maine? | What Permits Do You Need for an Axolotl in Maine? | Who Qualifies for a Maine Category 2 Permit? | What Happens If You Keep an Axolotl Without a Permit in Maine? | Can I Buy an Axolotl from a Maine Pet Store? | Does Federal Law Affect Axolotls in Maine? | How Long Is a Maine Category 2 Possession Permit Valid? | Can I Import an Axolotl into Maine from Another State?,0,598,5,4
/legal/virginia,legal,2,Are Axolotls Legal in Virginia? Laws Explained (2026),"Yes, axolotls are legal in Virginia. Since August 1, 2021, importing, selling, and possessing Ambystoma mexicanum is leg",Are axolotls legal in Virginia? | When did axolotls become legal in Virginia? | What does Virginia law say about axolotls? | What is 4VAC15-30-40? | Do I need a permit to own an axolotl in Virginia? | Is it legal to breed and sell axolotls in Virginia? | Does federal law affect axolotls in Virginia? | Is it legal to release an axolotl in Virginia?,5,927,6,4
/morphs/chimera,morphs,2,"Chimera Axolotl: The Rarest Morph, Explained","A chimera axolotl is two fused embryos in one body, not a genetic morph. Learn how chimerism happens, why it cannot be b",What Is a Chimera Axolotl? | How Rare Is a Chimera Axolotl? | How Much Does a Chimera Axolotl Cost? | Is a Chimera a Real Morph? | Are Chimeras and Mosaics the Same? | Can You Breed Chimera Axolotls? | What Is a Firefly Axolotl? | Frequently Asked Questions,0,818,6,4
/morphs/pigment-cells,morphs,2,"Axolotl Pigment Cells: Chromatophores, Melanophores & More","Axolotl color comes from three pigment cell types: melanophores, xanthophores, and iridophores. Learn what each cell doe",What Are the Three Axolotl Pigment Cells? | How Do Morphs Change the Pigment Cells? | What Is an Axanthic Axolotl? | Where Do Pigment Cells Come From? | Do Pigment Cells Affect Axolotl Health? | Frequently Asked Questions | Related guides | Care,4,588,4,4
/tank-setup/aquarium-chillers,tank-setup,2,Best Aquarium Chillers for Axolotls | Axolotl Care Guide,"Axolotls require water between 60–68°F (15–20°C) to survive long-term, and most US homes maintain ambient temperatures o","Why does an axolotl need a chiller? | What type of chiller works for an axolotl tank? | Which compressor chiller is best for a 20–40 gallon axolotl tank? | Is a budget chiller sufficient for an axolotl tank? | How do you size an aquarium chiller for an axolotl tank? | US Regional Chiller Requirement Heat-Map | Do you actually need a chiller, or will a cooling fan work? | What do you do if your axolotl tank overheats before a chiller arrives?",4,2699,5,2
/tank-setup/filtration-for-axolotls,tank-setup,2,Best Filter for Axolotl Tanks: Types… | Axolotl Care Guide,"Best Filter for Axolotl Tanks: Types, Sizing & Top Picks",Do Axolotls Need a Filter? | How Do Axolotl Biology and Water Chemistry Drive Filter Requirements? | What Happens to Axolotl Gills When Flow Rate Is Too High? | Why Do Axolotls Produce More Waste Than Fish? | What Flow Rate Is Safe for Axolotls? | Which Filter Type Is Best for Axolotls? | When Should You Choose a Canister Filter? | When Should You Choose a Sponge Filter?,6,4274,4,2
/tank-setup/lighting-for-axolotls,tank-setup,2,Axolotl Tank Lighting Requirements | Axolotl Care Guide,"Axolotl tanks require low-intensity, indirect lighting — between 100 and 400 lux during the day and 0 to 50 lux at night",Do Axolotls Need Artificial Light? | Why Are Axolotls Sensitive to Light? | What Were Natural Light Conditions in Lake Xochimilco? | How Does Eye Anatomy Explain Photophobia? | How Does Light Intensity Affect Axolotl Hormones and Feeding? | What Are the Five Variables That Control Light Quality? | What Type of Aquarium Light Works Best for Axolotls? | Why Are LED Fixtures Recommended for Axolotls?,9,4075,4,2
/tank-setup/substrate-and-impaction,tank-setup,2,Choosing the Best Axolotl Substrate | Axolotl Care Guide,Fine sand with a grain diameter under 1 mm is the best substrate for adult axolotls over 15 cm (6 inches) in length. It ,Why Does Substrate Matter for Axolotls? | What Substrate Do Axolotls Use in the Wild? | How Do Axolotls Interact With Their Substrate? | What Makes a Safe Axolotl Substrate? | Is Fine Sand the Best Substrate for Axolotls? | What Grain Size Is Safe for Axolotls? | Which Sand Products Are Safe for Axolotls? | Is Black Sand Safe for Axolotls?,9,4029,5,2
/tank-setup/tank-size-by-age,tank-setup,2,Axolotl Tank Size by Age: How Big of a Tank Do You Need?,"The right axolotl tank size for every age - baby, juvenile, adult, and pairs - plus why floor space matters more than ga",How many gallons does an axolotl need by age? | Why does floor space matter more than gallons? | What is the minimum tank for a single adult axolotl? | What tank size do two axolotls need? | What tank size do baby axolotls need? | When should I upgrade my axolotl's tank? | Related guides | Care,0,517,4,4
